ID,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,MI14,MI15,MI16,MI17,MI18,MI19,MI20,MI21,MI22,MI23,MI24,MI25,MI26,MI27,MI28,MI29,MI31,MI32,MI33,MI34,MI35,MI36,MI37,MI38
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum,69,0,0,583,327,733,0,0,1856,0,0,0,0,314,0,0,375,0,0,0,0,0,0,1159,774,294,0,704,0,3702,480,754,6703,809,1444,472,0,0,0,0,0,535,0,154,0,1943,2278,533,0,0,0,1393,0,2915,0,0,2773,401,0,0,314,248,0,1430,0,78897,1197,1360,663,3646,360,0,2956,0,0,370,0,0,0,511,6028,0,3413,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_pumilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified,0,2491,12006,10909,8050,0,0,48663,0,0,0,0,833,0,0,0,0,357,0,6786,276,0,3881,0,0,0,5094,0,4846,1476,0,0,1210,0,0,0,6111,0,0,0,0,0,0,0,0,91,0,9680,136466,734,0,0,0,188,12044,0,0,169364,45238,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,95459,1008,0,732,4970,0,0,0,15569,4030
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas,0,2491,0,0,5927,0,0,6736,0,0,0,0,833,0,0,0,0,357,0,0,0,0,3881,0,0,0,0,0,0,1476,0,0,1210,0,0,0,6111,0,0,0,0,0,0,0,0,0,0,0,18787,0,0,0,0,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,15569,4030
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens,0,2491,0,0,5927,0,0,6736,0,0,0,0,833,0,0,0,0,357,0,0,0,0,3881,0,0,0,0,0,0,1476,0,0,1210,0,0,0,6111,0,0,0,0,0,0,0,0,0,0,0,18787,0,0,0,0,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,15569,4030
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter,0,0,11957,10909,2123,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,6786,276,0,0,0,0,0,5094,0,4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,9680,117679,734,0,0,0,188,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,1008,0,732,4447,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus,0,0,11957,10909,2123,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,6786,276,0,0,0,0,0,5094,0,4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,9680,117679,734,0,0,0,188,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,1008,0,732,4447,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus,0,0,49,0,0,0,0,40559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10825,0,0,169364,45238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94427,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus,0,0,49,0,0,0,0,40559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10825,0,0,169364,45238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94427,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,513398,318401,992188,260861,486459,2338,27919,1582050,36930,665230,642102,0,472934,0,476415,1838564,875042,772503,680315,0,720294,949594,135526,863957,0,0,1159280,914692,2025935,473297,287426,615605,1518948,803062,369883,682374,1071815,329331,382736,534199,846416,1368942,1219840,2416076,1851857,1718205,607410,230542,1953159,1548580,402083,698232,730558,6277,1390181,281334,90939,897495,195748,799713,1206117,0,4429048,0,1277349,351725,576763,604246,2993985,282471,2637518,113061,1280981,862232,980558,1825513,935098,1326774,2496381,112925,1434760,350399,165366,321869
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis,0,0,4420,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,1059,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,521
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis,0,0,4420,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,1059,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,521
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,513398,318401,987768,260861,486459,0,27919,1580772,36930,665230,642102,0,472934,0,476415,1838330,875042,772503,680315,0,720294,949594,135355,863957,0,0,1158044,914692,2025935,473297,287426,615605,1518948,803062,369883,682374,1071815,329331,380430,534199,846416,1368942,1219840,2416076,1851857,1718205,607410,230542,1953159,1548580,402083,698232,730558,6277,1390181,281334,48628,897495,195080,799713,1205058,0,4429048,0,1277349,351677,576763,604246,2993985,282471,2637518,113061,1280099,862232,980558,1825513,935098,1326774,2496381,112925,1434760,350399,165366,321348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12240,0,0,0,0,7723,0,0,0,0,0,2043,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_dolichum_CAG_375,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8346,0,0,0,0,0,0,0,0,0,0,2789,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,181525,0,0,961,0,0,0,276739,0,7230,8817,0,2970,0,21386,32377,0,166960,0,0,139284,11424,0,46319,0,0,0,0,124222,111533,88347,114200,12401,0,495,389244,737,0,1185,0,2615,0,8845,2787,0,1804,5483,0,49851,50224,62741,63594,405763,6236,94389,0,0,13062,0,97861,725496,0,6658,0,578660,28306,0,3009,0,0,41186,3954,2358,0,0,54752,56845,94481,7405,48398,2511,0,2286,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,172403,318401,621159,121376,291345,0,0,755442,0,282609,399312,0,360402,0,432856,1726905,117158,515531,369680,0,527222,750225,109348,730363,0,0,392212,752078,767232,339115,172456,500331,566399,688827,52083,267488,540019,233163,311591,521368,716169,1167982,641694,2383116,1846445,488928,37765,87269,1729207,580406,238503,558641,154266,41,962858,234706,0,590375,192865,72170,353684,0,985443,0,597261,289178,348280,329250,777547,52896,853508,38169,129666,843909,557324,826354,468965,473884,439008,64527,596209,46258,120744,230116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum,0,0,0,0,12041,0,0,0,351,0,0,0,0,0,0,10994,0,0,4856,0,406,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5501,0,0,0,0,0,0,0,0,0,0,0,0,0,13345,0,0,0,0,0,0,0,0,507,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,111178,0,140102,101633,21725,0,0,40944,0,102071,51787,0,57044,0,0,67846,0,89105,0,0,15832,128976,0,68010,0,0,55264,160541,49254,22424,26623,0,123262,12651,19740,20713,51199,5317,0,5453,127632,21718,31309,655,0,43128,49991,121503,140752,843897,60314,36338,3612,0,45691,24777,0,126157,2215,12230,57473,0,230061,0,93619,25636,24258,107619,49318,80461,62887,43075,11526,6695,78097,147207,242296,27847,24580,0,128681,7997,42336,923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,16587,0,0,0,0,0,0,0,0,31412,0,0,0,0,0,0,0,0,0,0,2523,0,0,0,0,0,0,0,1066895,0,0,0,259717,2536,0,1229,407659,5215,0,0,0,179242,200824,15864,0,1150615,459456,0,1203,14759,0,0,0,0,22449,0,0,166361,0,615039,32679,0,2084555,0,0,0,0,78079,2129185,131461,1615986,0,1126744,0,0,0,0,0,1829141,0,408365,0,0,772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251,0,0,222162,0,0,0,0,507647,0,175957,170531,0,0,0,0,0,0,0,294921,0,0,0,0,0,0,0,558808,0,0,0,0,0,546490,0,0,0,0,0,0,0,0,0,299747,10797,0,0,0,0,0,0,0,19909,0,0,0,0,0,0,0,0,35726,0,0,0,0,0,187328,0,0,0,63951,0,0,0,271751,646811,0,0,0,0,241493,0,0,84773
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274,0,0,0,23685,5341,0,0,0,0,53375,0,0,3883,0,3249,0,0,907,0,0,8844,50635,0,0,0,0,99013,0,0,0,0,0,0,76240,142141,0,37196,0,60797,7378,0,0,12036,0,0,0,0,21279,7581,46646,0,0,3711,0,3848,0,0,0,0,0,0,0,573,0,0,0,8218,0,0,4308,0,27863,0,350,2509,0,1260,9579,61789,0,20332,0,0,3422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,0,0,0,187,5130,0,27919,0,36447,10944,8835,0,0,0,0,0,0,0,0,0,23091,1474,0,0,0,0,0,0,5639,95,0,659,0,7426,74249,0,3720,0,0,0,0,0,0,2857,2623,5398,0,0,12520,0,36460,2791,15687,0,161432,0,48628,0,0,0,0,0,3671,0,428,8557,0,0,0,0,0,0,0,0,27673,22351,164356,526072,11225,0,6358,0,0,1301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24574,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42835,0,0,0,0,0,0,0,1040267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,31705,0,4345,13019,150877,0,0,0,0,1632,2820,0,48104,0,18924,208,757884,0,10858,0,1661,6860,0,19265,0,0,52747,2073,12693,130,0,0,10679,7036,81175,3700,31285,85636,0,0,0,0,25385,0,0,28332,54715,0,12045,12648,4065,16959,147519,0,56679,16350,0,1540,0,2413,0,0,77820,0,7381,0,8679,74049,37935,0,0,0,2082,11278,43204,128038,1376,194911,120683,0,29782,296144,0,41
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter,0,0,0,0,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42311,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus,0,0,0,0,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42311,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae|g__Mageeibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae|g__Mageeibacillus|s__Mageeibacillus_indolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,6151807,1933196,5123260,3675466,4957211,803507,1218835,3913400,315279,9849915,6091705,141371,7343767,3000966,9138683,8003846,4725949,8450295,9262907,2053361,2587985,4758661,17295595,5400275,14732426,32949045,3949400,16355769,9098518,11424061,9583646,7484507,5468586,9933503,6231394,6211045,7677216,5323112,6077993,14931005,13654725,12230205,5238270,4138943,23085980,13072717,5507611,7952723,6591156,5980793,5171168,4282892,3761778,5489343,5115746,5659578,7464551,5579894,2723880,5122421,8339191,576233,12809743,11908790,8570655,9278043,2825410,4199344,5923025,4750397,16891732,7584695,9020943,3734545,14745250,6186269,11233274,9374847,7222891,8874215,9048566,4266850,2246904,1988445
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,29308,32222,0,50714,18032,0,0,791843,1089,164656,961720,6321,129704,155393,319905,184064,120635,69179,801383,33281,140492,569184,2666378,50142,0,2138942,62827,727680,1060275,557701,1373701,99075,427578,511322,391412,435133,293872,24967,1246752,393054,764235,231685,71468,1431188,3673233,396555,57715,227588,293021,593753,283437,166177,206117,114291,47051,40910,0,20900,46674,102790,98333,0,285976,0,629838,387918,44391,51527,187535,147044,77679,95878,672492,146857,1386454,224510,52452,356259,22961,553383,197555,4470,334675,31082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,29308,32222,0,50714,18032,0,0,791843,1089,164656,961720,6321,129704,155393,319905,184064,120635,69179,801383,0,140492,569184,2666378,50142,0,2138942,62827,727680,1060275,557701,1373701,99075,427578,511322,391412,435133,293872,24967,1246752,393054,764235,231685,71468,1431188,3673233,396555,57715,227588,293021,593753,283437,166177,206117,111392,47051,40910,0,20900,46674,102790,98333,0,285976,0,629838,387918,44391,51527,187535,147044,77679,95878,672492,146857,1386454,224510,52452,356259,22961,553383,197555,4470,334675,31082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum,0,0,6770,27618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17559,0,2720,0,0,0,0,0,542,0,0,0,0,0,0,0,48714,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,30197,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,0,0,6770,27618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17559,0,2720,0,0,0,0,0,542,0,0,0,0,0,0,0,48714,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,30197,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,644899,302825,1248732,1457102,788409,112602,55195,1251154,159590,378979,638941,84830,1719495,2386270,596845,2702320,2973780,4715444,1210013,1684039,82181,863831,5884848,1855817,12909394,29271038,1713546,4031211,2038153,3146430,5022907,697387,635672,2391338,1386892,1444225,789849,1832745,1744718,6649428,1768709,5034539,1157074,585409,18068360,2046997,558411,3713906,1051514,1647839,740522,308769,593692,2705482,1466357,1660300,3247890,1153491,1148967,602243,1429995,0,4719809,10601423,554611,5250591,1046034,2075627,2871472,2299503,1457380,4616816,3177250,670091,3359412,3109065,2133016,3394590,1827804,5283888,2761709,1101617,243302,564483
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides,0,0,0,0,0,2239,0,0,0,0,0,0,0,0,0,0,1758,0,11484,445,0,0,3259,0,0,0,0,0,0,0,0,404,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13067,0,0,0,0,0,0,0,0,0,11846,0,0,0,0,0,1997,0,0,17876,0,0,0,0,0,0,0,0,0,1338,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73289,0,0,0,0,0,0,0,541388,0,0,0,0,0,0,0,0,47556,0,0,0,0,0,0,0,0,0,0,0,0,0,10186,0,0,0,0,0,7056,0,0,185443,0,0,0,0,0,0,0,0,0,0,0,0,9361,0,0,0,0,7793,4602,0,0,0,809190,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,0,0,31017,0,118987,0,0,0,0,0,0,0,30924,0,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,0,0,0,0,0,0,3936,0,0,85171,0,2549,0,0,0,0,0,0,0,4132,0,962,0,0,0,0,0,0,0,54684,0,0,0,0,134,112820,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,122551,194048,847758,299174,230249,0,0,156383,746,257290,110601,0,1026577,113235,189070,1354208,0,4406887,496724,417123,54515,243432,1163467,774193,0,0,1146886,331517,145859,238206,196994,311025,161854,1051988,470864,446404,352396,564829,0,336921,710417,880990,419705,139913,0,999769,66072,572960,287617,292768,174485,44390,10589,9365,267191,710684,0,768067,984890,411487,128465,0,1045228,0,197016,26486,368555,733371,1879650,811899,271973,866950,1051009,475556,2246647,1643610,240337,360494,834980,0,876772,571179,89128,221346
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,0,0,0,0,0,110363,0,0,0,0,0,0,12185,262216,2975,0,31451,0,0,196175,0,0,36420,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,27419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12623,0,0,76732,0,0,0,0,0,0,34574,0,0,0,0,0,0,0,3803,0,0,6189,18307,0,0,0,0,0,4029,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_An249,0,0,0,0,0,0,0,0,0,0,0,0,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257,0,0,0,214,0,0,24313,0,0,0,0,0,2499,704,1447,53000,105474,0,224,146402,0,0,60516,0,593889,0,0,0,0,0,126944,0,0,87264,1018,0,0,0,2388,0,0,0,0,0,299885,0,0,63843,10313,0,0,0,0,0,0,12934,0,0,0,0,0,0,0,0,0,0,902,0,1000,0,0,0,0,0,5778,23583,0,0,0,136149,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,423942,13997,233616,142157,92339,0,0,129521,40034,76802,201935,25542,128128,31777,290824,290104,2460539,40826,427351,0,2559,367504,4321810,118411,0,2415865,381894,301205,527487,347363,118786,324467,87596,506964,666687,727567,145483,27987,1071515,383813,794204,382838,239154,31676,16701693,174033,123935,393331,496773,372096,70804,68899,139684,62463,251423,150798,0,163250,13509,19272,129618,0,228935,0,278363,149343,609796,727571,163336,503706,261696,1327956,864453,159199,556887,531741,502459,565279,223139,3262562,681920,81205,2978,159915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0,0,136341,8685,0,0,30882,0,22094,3510,0,59288,39130,1978338,112529,4113,301269,4654,274230,923894,0,0,299376,12477,11774117,26855173,0,0,2443,7704,3887129,61491,0,696583,114360,0,0,1063739,641492,0,4528,0,2896,0,1066782,63950,0,282249,4480,2776,492684,0,0,2600908,0,3545,2985715,0,0,89752,400957,0,53567,10555003,0,46778,66781,0,51426,972540,0,5183,0,0,176703,887222,189882,533405,1267,1075987,0,2086,149858,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,98406,94780,0,1006872,346834,0,0,965250,96716,41377,326405,0,475472,0,0,1000895,0,263077,0,0,23365,252895,0,950736,0,0,184766,3398489,1362133,2553157,693054,0,386222,0,133963,270254,291970,176190,0,5928694,259560,3770711,495319,413820,0,805309,368404,2391105,167160,980199,0,195480,443419,0,947743,782339,0,222174,146436,81732,769993,0,3392079,0,79232,5027984,0,614685,721376,0,923711,2412924,1243912,35202,246595,0,1200338,1935412,768418,0,1203017,443118,0,183222
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
